id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_since_days(how many days since home is as airbnb),first_reviewed(how many days between first review to last scraped date),last_reviewed(how many days between last review to last scraped date)
694383,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.9289,-77.08415,Entire apartment,Entire home/apt,4,1,2,2.130333768,2,7,2,2,7,7,2,7,1,0,0,21,296,4,0,0,95,10,9,10,10,9,10,0,1,1,0,0,0.04,3179,2765,2622
702090,1,1,0.5,0,0,0,1,1,38.95739,-77.01234,Private room in townhouse,Private room,1,1.449906367,2,1.653212514,55,1125,55,55,1125,1125,55,1125,1,29,59,89,178,21,0,0,93,9,9,10,10,8,9,0,1,0,1,0,0.25,2959,2499,947
713529,1,0.98,1,0,16,16,1,0,38.87182,-77.01231,Private room in house,Private room,3,1,1,1.740362689,1,1125,1,1,1125,1125,1,1125,1,29,59,89,179,520,26,0,86,8,8,10,9,8,8,1,14,1,13,0,5.5,2951,2837,48
722114,2,1,0.98,1,2,2,1,1,38.92537,-77.02761,Entire guest suite,Entire home/apt,6,1.449906367,2,1.913813852,5,30,5,5,1125,1125,5,1125,1,19,49,79,79,483,40,0,96,10,10,10,10,10,10,0,1,1,0,0,4.95,3216,2929,38
748316,1.575428333,0.917160468,0.99,1,2,2,1,1,38.89532,-76.98873,Entire guesthouse,Entire home/apt,2,1,1,2.008600172,2,30,2,2,1125,1125,2,1125,1,0,0,0,0,658,35,0,97,10,10,10,10,10,10,1,2,1,1,0,6.8,3269,2902,223
754037,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.86161,-76.98915,Private room in condominium,Private room,2,1,1,1.806179974,2,60,2,2,60,60,2,60,1,0,0,0,265,11,0,0,96,10,10,10,10,8,9,0,1,0,1,0,0.15,2922,2181,818
763569,1,1,0.92,1,5,5,1,1,38.93509,-77.05752,Entire apartment,Entire home/apt,2,1,1,1.84509804,180,1000,180,180,1000,1000,180,1000,1,30,60,90,365,17,2,0,96,10,9,10,10,10,9,0,5,3,2,0,0.19,3410,2649,216
782970,4,0,0.877953436,0,1,1,1,1,38.93432,-77.0418,Entire apartment,Entire home/apt,4,1,2,2,7,90,7,7,90,90,7,90,1,12,42,72,162,6,1,0,96,10,10,10,10,10,10,0,1,1,0,0,0.08,2989,2392,358
792578,3,1,0,0,1,1,1,1,38.88336,-76.95063,Entire townhouse,Entire home/apt,6,2,4,2.602059991,2,5,2,2,5,5,2,5,1,30,60,90,365,93,0,0,88,9,9,10,10,8,9,0,1,1,0,0,1,2915,2781,552
800076,1,1,1,1,1,1,1,1,38.91721,-77.02981,Entire apartment,Entire home/apt,3,1.449906367,1,1.949390007,1,1125,1,2,1125,1125,1,1125,1,21,48,57,57,176,15,1,95,10,10,10,10,10,10,0,1,1,0,0,1.9,2930,2785,19
801699,2,0.8,0.877953436,0,1,1,1,0,38.91022,-77.04116,Entire loft,Entire home/apt,2,1,1,2,180,1125,180,180,1125,1125,180,1125,1,30,60,90,365,24,0,0,98,9,10,10,10,10,9,0,1,1,0,0,0.27,2893,2673,1714
808830,2,1,0.61,0,1,1,1,1,38.92314,-77.07672,Private room in house,Private room,5,2,4,2.041392685,1,30,1,1,30,30,1,30,1,9,9,30,305,330,8,0,98,10,10,10,10,10,10,0,1,0,1,0,3.49,2941,2834,230
815516,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.91398,-77.06286,Entire condominium,Entire home/apt,2,1,1,1.903089987,300,300,300,300,300,300,300,300,1,30,60,90,365,12,0,0,96,9,10,10,10,10,10,0,1,1,0,0,0.13,2886,2866,2700
825969,1,0.9,0.99,0,2,2,1,1,38.91521,-77.00099,Entire townhouse,Entire home/apt,8,3,4,2.698970004,2,30,2,3,30,30,2.3,30,1,30,60,90,365,10,0,0,91,9,10,10,10,9,9,0,2,2,0,0,0.16,4316,1855,915
826087,1,0.9,0.99,0,2,2,1,1,38.91299,-77.00237,Entire guest suite,Entire home/apt,8,2,3,1.62324929,2,60,2,2,1125,1125,2,1125,1,11,41,71,161,259,22,0,85,9,8,9,8,9,8,1,2,2,0,0,3.81,4316,2040,41
828497,1,1,1,1,2,2,1,1,38.94291,-77.07173,Private room in house,Private room,4,2,2,2.079181246,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,77,0,0,98,10,10,10,10,10,10,0,1,0,1,0,0.84,2936,2748,460
835992,3,1,0.56,0,1,1,1,1,38.93005,-77.10022,Entire house,Entire home/apt,2,1,1,1.763427994,12,1125,12,12,1125,1125,12,1125,1,0,0,0,124,18,3,0,93,10,10,10,10,9,9,0,1,1,0,0,0.31,2875,1761,105
839320,1.575428333,0.917160468,0,0,1,1,1,1,38.92923,-77.10219,Private room in house,Private room,2,1,1,2,7,180,7,7,1125,1125,7,1125,1,0,23,53,328,17,0,0,100,10,10,10,10,10,10,0,1,0,1,0,0.18,2874,2835,753
841234,2,0.82,0.6,0,51,51,1,0,38.91908,-77.01404,Private room in condominium,Private room,1,1,1,1.544068044,28,365,28,28,365,365,28,365,1,0,0,0,162,13,0,0,88,10,9,9,9,9,9,0,28,0,27,1,0.27,3606,1464,673
841260,2,0.82,0.6,0,51,51,1,0,38.93741,-77.02488,Private room in apartment,Private room,1,1,1,1.591064607,28,360,28,28,360,360,28,360,1,0,8,38,313,12,0,0,87,9,8,10,10,9,8,0,28,0,27,1,0.13,3606,2693,486
842418,3,1,0.94,0,1,1,1,1,38.89918,-77.01643,Entire condominium,Entire home/apt,3,1,1,2.217483944,3,1125,3,3,1125,1125,3,1125,1,23,53,79,351,37,1,1,96,10,9,10,10,10,9,0,1,1,0,0,0.39,3102,2842,24
860776,2,0.82,0.6,0,51,51,1,0,38.91912,-77.01369,Private room in condominium,Private room,1,1,1,1.447158031,28,365,28,28,365,365,28,365,1,0,0,22,297,13,4,0,93,9,9,10,9,10,9,0,28,0,27,1,0.28,3606,1405,109
861775,2,1,0.88,1,8,8,1,1,38.84873,-76.97871,Private room in house,Private room,2,1,1,1.812913357,1,1125,1,1,1125,1125,1,1125,1,30,60,90,365,19,1,0,96,10,10,10,9,8,9,0,4,0,4,0,0.28,2967,2042,352
864912,1.575428333,0.917160468,1,0,1,1,1,1,38.92983,-77.02263,Private room in house,Private room,1,1,1,1.949390007,1,370,1,1,1125,1125,1,1125,1,8,38,68,343,39,1,0,92,10,9,10,10,9,9,0,1,0,1,0,0.42,2854,2763,314
871825,4,0,0.5,0,1,1,1,1,38.88471,-77.00295,Entire apartment,Entire home/apt,3,1,1,1.954242509,7,120,7,7,1125,1125,7,1125,1,0,0,0,53,15,1,0,96,10,9,10,10,10,10,0,1,1,0,0,0.19,2849,2328,83
873182,3,1,1,0,1,1,1,1,38.9535,-76.9945,Entire apartment,Entire home/apt,3,1,2,1.929418926,2,90,2,2,1125,1125,2,1125,1,29,59,89,89,27,2,0,94,10,10,10,10,9,10,0,1,1,0,0,0.54,2848,1491,55
875697,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.9266,-77.03865,Entire apartment,Entire home/apt,2,1,1,1.903089987,2,30,2,2,30,30,2,30,1,0,0,0,23,24,0,0,91,9,8,10,10,10,9,0,1,1,0,0,0.27,2847,2681,460
879105,3,0.8,0.27,0,2,2,1,1,38.88561,-77.00151,Private room in townhouse,Private room,2,1,1,1.857332496,21,60,21,21,60,60,21,60,1,3,26,56,331,11,0,0,98,10,10,10,10,10,9,0,1,0,1,0,0.12,2907,2703,504
886283,1,1,1,1,2,2,1,0,38.94663,-77.09255,Entire apartment,Entire home/apt,2,1,1,2,30,365,30,30,365,365,30,365,1,0,0,0,189,50,2,0,93,10,10,10,10,10,9,0,1,1,0,0,0.53,2840,2831,207
887461,2,0.82,0.6,0,51,51,1,0,38.9384,-77.02363,Private room in apartment,Private room,1,1,1,1.591064607,28,365,28,28,365,365,28,365,1,30,60,90,365,10,0,0,86,8,7,9,10,10,8,0,28,0,27,1,0.15,3606,1941,420
888029,2,0.82,0.6,0,51,51,1,0,38.93656,-77.02377,Private room in apartment,Private room,1,1,1,1.544068044,28,365,28,28,365,365,28,365,1,0,2,32,307,11,2,0,89,9,7,10,10,10,9,0,28,0,27,1,0.13,3606,2611,217
889302,1,1,1,0,0,0,1,1,38.91956,-77.04398,Entire condominium,Entire home/apt,4,2,2,2.021189299,3,30,3,3,30,30,3,30,1,6,9,13,13,98,1,1,94,10,9,10,10,10,9,1,1,1,0,0,1.04,2839,2831,12
891852,1,1,0.56,1,4,4,1,1,38.93689,-77.02062,Entire condominium,Entire home/apt,5,1,2,2.155336037,2,365,2,2,365,365,2,365,1,0,4,34,309,58,1,0,90,9,9,10,10,9,9,0,1,1,0,0,0.64,3829,2714,52
892183,2,1,0.93,0,7,7,1,1,38.90536,-77.02576,Entire house,Entire home/apt,10,4,5,2.698970004,4,365,4,4,1125,1125,4,1125,1,12,42,67,340,167,14,0,92,9,10,10,10,10,9,0,4,4,0,0,2.36,2886,2119,225
893529,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.91427,-77.01162,Private room in house,Private room,1,1,1,2.544068044,1,200,1,1,200,200,1,200,1,30,60,90,365,1,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,0.01,2836,2688,2688
898543,3,0.9,0.81,1,3,3,1,1,38.89961,-77.05293,Entire townhouse,Entire home/apt,5,3,3,2.322219295,120,365,120,120,365,365,120,365,1,30,38,38,298,158,20,0,98,10,10,10,10,10,10,0,3,3,0,0,2.12,2833,2233,228
898544,3,0.9,0.81,1,3,3,1,1,38.89879,-77.05287,Entire townhouse,Entire home/apt,5,2,2,2.257678575,7,365,7,7,365,365,7,365,1,0,0,18,293,102,18,0,98,10,10,10,10,10,10,0,3,3,0,0,1.26,2833,2419,188
900225,1,1,1,1,4,4,1,1,38.93239,-76.98784,Entire house,Entire home/apt,5,2,4,2.243038049,5,150,5,5,1125,1125,5,1125,1,4,5,27,117,27,1,0,93,10,9,10,10,9,10,1,3,1,2,0,0.36,2945,2280,294
902573,1,1,0.18,1,4,4,1,1,38.91066,-77.02191,Private room in house,Private room,2,1,1,1.857332496,5,1125,5,5,1125,1125,5,1125,1,0,0,0,0,25,0,0,95,9,9,10,10,9,9,0,4,0,4,0,0.28,3492,2702,1438
914483,3,0.9,1,1,1,1,1,1,38.9315,-77.03493,Private room in condominium,Private room,1,1,1,1.886490725,30,180,30,30,1125,1125,30,1125,1,0,22,52,327,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,2,0,2,0,1.531997805,3009,1028.445847,337.1802049
914968,1,1,1,1,1,1,1,1,38.9043,-76.98946,Private room in house,Private room,2,1,1,1.875061263,3,6,3,3,6,6,3,6,1,0,22,52,52,67,6,1,98,10,10,10,10,9,10,0,1,0,1,0,0.76,3483,2629,20
925318,1,1,0.9,1,3,3,1,1,38.94265,-77.03353,Private room in house,Private room,2,1,1,1.643452676,14,365,14,14,1125,1125,14,1125,1,30,60,90,365,12,1,0,94,9,9,10,9,9,9,1,1,0,1,0,0.13,2818,2768,267
945426,1,1,1,1,3,3,1,1,38.96054,-77.08333,Private room in house,Private room,2,1,1,1.963787827,2,28,2,2,1125,1125,2,1125,1,0,0,0,0,323,21,2,99,10,10,10,10,10,10,1,1,0,1,0,3.51,2806,2763,6
953928,2,1,0,0,4,4,1,0,38.9654,-77.02843,Entire guest suite,Entire home/apt,1,1,1,1.698970004,14,187,14,14,187,187,14,187,1,0,0,21,296,5,0,0,100,10,9,10,10,9,10,0,4,3,1,0,0.05,2803,2733,1035
956313,3,1,0.91,1,2,2,1,1,38.93555,-77.02737,Entire guest suite,Entire home/apt,2,1,1,1.995635195,7,365,7,7,365,365,7,365,1,0,0,0,0,42,6,1,100,10,10,10,10,10,10,0,1,1,0,0,0.48,3421,2627,29
957734,1,1,0.93,1,1,1,1,1,38.90879,-77.03345,Entire apartment,Entire home/apt,2,1,1,1.982271233,3,180,3,3,1125,1125,3,1125,1,1,1,1,41,224,24,3,99,10,10,10,10,10,10,0,1,1,0,0,2.44,2799,2756,5
997859,1,1,1,1,4,4,1,1,38.91315,-77.04173,Entire townhouse,Entire home/apt,6,3,3,2.469822016,2,1124,2,5,1125,1125,2.8,1125,1,22,46,62,337,67,8,0,96,10,10,10,10,10,9,1,4,4,0,0,0.73,3193,2752,46
1003792,2,1,0.93,0,7,7,1,1,38.89424,-76.98891,Entire house,Entire home/apt,9,4,5,2.477121255,30,120,30,30,120,120,30,120,1,0,0,0,0,55,1,0,89,9,9,10,10,10,9,0,4,4,0,0,0.98,2886,1691,362
1026034,1,1,0.98,1,3,3,1,1,38.90902,-77.03318,Entire apartment,Entire home/apt,4,1.449906367,1,2.117271296,2,1125,2,2,1125,1125,2,1125,1,22,52,82,357,320,33,4,99,10,10,10,10,10,10,0,1,1,0,0,3.54,3125,2714,7
1048410,3,1,0,0,1,1,1,1,38.95098,-77.02859,Entire guest suite,Entire home/apt,2,1,1,2,3,10,3,3,10,10,3,10,1,29,59,89,89,50,0,0,95,10,10,10,10,9,10,0,1,1,0,0,0.74,2760,2021,1196
1062050,2,0.8,1,0,0,0,1,1,38.87602,-77.02025,Entire condominium,Entire home/apt,2,1,1,2.096910013,7,1125,7,7,1125,1125,7,1125,1,11,41,71,71,40,1,1,96,10,10,10,10,10,10,0,1,1,0,0,0.44,2755,2729,14
1083256,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91826,-77.0323,Entire apartment,Entire home/apt,2,1,1,2,2,1125,2,2,1125,1125,2,1125,1,0,0,21,296,3,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.05,2748,1922,1197
1083336,1,1,1,1,3,3,1,1,38.94995,-77.02011,Entire townhouse,Entire home/apt,11,3,4,2.204119983,25,365,2,25,1125,1125,20.1,1125,1,0,0,0,174,320,3,0,97,10,10,10,10,10,10,1,2,2,0,0,3.61,2748,2657,226
1092713,1,1,0.97,1,6,6,1,1,38.90959,-77.04706,Entire apartment,Entire home/apt,6,1,3,1.963787827,1,89,1,2,89,89,1,89,1,20,48,78,168,337,28,3,91,10,9,10,10,10,9,0,1,1,0,0,3.72,3480,2714,6
1106738,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.92275,-77.04161,Entire apartment,Entire home/apt,2,2,2,2.079181246,180,180,180,180,180,180,180,180,1,30,60,90,365,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,2740,1028.445847,337.1802049
1112617,3,0.7,0.67,0,1,1,1,1,38.91669,-77.04373,Entire apartment,Entire home/apt,2,1,1,1.897627091,10,1125,10,10,1125,1125,10,1125,1,6,6,6,15,182,3,0,96,10,9,10,10,10,9,0,2,2,0,0,2.76,2738,1979,47
1126839,1,1,1,1,1,1,1,1,38.91588,-77.02539,Private room in house,Private room,2,1,1,1.977723605,4,15,4,4,15,15,4,15,1,29,37,37,37,59,2,0,99,10,10,10,10,10,10,0,1,0,1,0,0.65,3733,2711,265
1138235,2,1,1,0,1,1,1,1,38.90286,-77.06302,Entire townhouse,Entire home/apt,5,3,5,2.658964843,3,1125,3,3,1125,1125,3,1125,1,0,0,12,69,17,0,0,94,9,10,10,9,10,9,0,1,1,0,0,0.21,2771,2406,523
1177438,1,1,1,1,2,2,1,1,38.90419,-77.0022,Entire townhouse,Entire home/apt,8,2,5,2.240549248,2,89,2,3,1125,1125,2.1,1125,1,28,53,80,80,196,16,2,95,10,10,10,10,10,10,1,2,1,1,0,2.2,2743,2675,12
1185566,1,1,0.97,1,3,3,1,1,38.93049,-77.044,Entire townhouse,Entire home/apt,10,4,4,2.544068044,3,21,3,3,1125,1125,3,1125,1,0,0,0,23,17,0,0,95,10,9,10,10,9,9,0,3,3,0,0,0.19,2714,2660,445
1187496,3,0.75,1,0,2,2,1,1,38.86182,-76.9894,Private room in house,Private room,1,1,1,1.785329835,2,6,2,2,6,6,2,6,1,0,0,0,0,36,1,0,92,9,9,10,10,9,9,0,2,0,2,0,0.47,4350,2291,364
1202878,1,1,0.96,1,1,1,1,1,38.88155,-76.99699,Entire guest suite,Entire home/apt,2,1,1,1.934498451,28,365,28,28,365,365,28,365,1,0,10,40,50,109,3,0,97,10,10,10,10,10,10,0,1,1,0,0,1.22,3389,2688,230
1205516,1,0.98,1,0,16,16,1,0,38.87164,-77.01247,Private room in house,Private room,2,1,1,1.653212514,1,1125,1,1,1125,1125,1,1125,1,29,59,89,179,279,6,0,90,9,9,10,10,9,9,1,14,1,13,0,3.09,2951,2705,147
1225965,2,1,0.75,0,1,1,1,1,38.92987,-77.08388,Entire condominium,Entire home/apt,2,1,1,2.096910013,2,365,2,2,365,365,2,365,1,30,60,90,365,15,1,0,89,9,8,9,10,9,9,0,1,1,0,0,0.18,2702,2528,363
1245292,1,1,0.96,1,4,4,1,1,38.96594,-77.078,Private room in house,Private room,2,1,1,1.838849091,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,306,17,2,98,10,10,10,10,10,10,0,2,1,1,0,4.1,2782,2240,20
1273717,1,0.75,1,0,1,1,1,1,38.93461,-77.04668,Entire house,Entire home/apt,2,2,2,2.243038049,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,12,0,0,96,10,9,10,10,10,10,1,1,1,0,0,0.14,2688,2649,448
1280092,1,1,1,1,1,1,1,1,38.94099,-77.02121,Entire apartment,Entire home/apt,4,1,2,2.079181246,1,1125,1,2,1125,1125,1,1125,1,24,41,66,155,69,11,2,95,10,10,10,10,10,10,1,1,1,0,0,2.15,2797,963,13
1281015,2,1,0.93,0,11,11,1,0,38.89959,-77.00006,Entire guest suite,Entire home/apt,1,1,1,1.875061263,3,7,3,5,7,7,3,7,1,22,52,82,82,314,28,0,97,10,9,10,10,10,9,0,4,3,1,0,3.52,2686,2677,110
1284169,1,1,1,1,2,2,1,1,38.9277,-77.03122,Entire apartment,Entire home/apt,4,1,2,2,28,180,28,28,180,180,28,180,1,0,22,52,142,211,8,1,98,10,10,10,10,10,10,0,2,2,0,0,2.37,2980,2667,21
1286332,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.91982,-77.01576,Entire townhouse,Entire home/apt,4,3,3,2.227886705,4,14,4,4,14,14,4,14,1,0,0,21,21,6,0,0,93,10,10,10,10,10,10,0,1,1,0,0,0.36,3887,495,471
1290893,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.89732,-77.00029,Entire house,Entire home/apt,3,1,1,2.544068044,3,10,3,3,10,10,3,10,1,23,53,83,83,29,0,0,97,10,10,10,10,10,10,0,2,1,1,0,0.33,2693,2667,1181
1294300,2,0.67,0.97,1,1,1,1,1,38.93246,-77.04259,Entire apartment,Entire home/apt,4,1,2,2.004321374,2,14,2,2,1125,1125,2,1125,1,0,10,29,29,166,14,0,98,10,10,10,10,10,10,1,1,1,0,0,1.92,2682,2593,97
1294389,1,1,0.96,0,1,1,1,0,38.93771,-77.02872,Entire apartment,Entire home/apt,4,1,3,2.004321374,2,1125,2,2,1125,1125,2,1125,1,13,43,73,348,28,6,0,94,10,9,10,10,10,10,1,2,2,0,0,0.56,2682,1499,56
1301928,1.575428333,0.917160468,0.67,1,8,8,1,1,38.91726,-77.03996,Entire apartment,Entire home/apt,3,1,2,2.079181246,3,712,3,15,712,712,4.8,712,1,0,22,33,88,43,3,0,89,9,9,10,9,10,9,0,6,2,4,0,0.54,627,2401,90
1311846,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.92691,-76.95803,Private room in townhouse,Private room,2,1,1,1.857332496,1,2000,1,1,2000,2000,1,2000,1,27,57,87,87,2,0,0,100,10,10,10,10,10,10,0,2,0,2,0,0.03,2677,2217,2124
1386754,1.575428333,0.917160468,0,0,1,1,1,1,38.94305,-77.03817,Entire townhouse,Entire home/apt,8,3,4,2.217483944,14,30,7,14,70,1125,12.7,935.8,1,16,46,64,64,10,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.27,3451,1111,433
1396350,1,1,0.82,1,1,1,1,1,38.91727,-77.0113,Entire house,Entire home/apt,4,2,2,2.06069784,2,1125,2,2,1125,1125,2,1125,1,0,23,53,53,68,6,0,98,10,10,10,10,10,10,0,1,1,0,0,2.08,3071,978,56
1396950,1,1,1,1,1,1,1,1,38.91233,-77.04941,Entire apartment,Entire home/apt,2,1,1,1.819543936,1,1125,1,2,1125,1125,1,1125,1,0,0,17,17,177,16,0,98,10,9,10,10,10,10,1,1,1,0,0,2.36,2817,2245,110
1407284,2,0.9,0.91,1,2,2,1,1,38.92519,-77.02925,Private room in townhouse,Private room,2,1,2,1.653212514,7,180,7,7,180,180,7,180,1,0,6,36,157,27,1,0,87,9,9,9,9,9,8,0,2,0,2,0,0.5,3103,1611,68
1416138,2,1,0.84,0,3,3,1,1,38.91362,-77.02272,Private room in townhouse,Private room,2,1,1,1.785329835,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,176,6,0,94,10,9,10,9,10,10,0,1,0,1,0,2.04,2652,2589,216
1433344,1.575428333,0.917160468,0.88,0,2,2,1,1,38.88053,-76.9954,Entire townhouse,Entire home/apt,8,3,3,2.596597096,2,1125,2,2,1125,1125,2,1125,1,0,0,0,223,65,3,0,96,10,10,10,10,10,10,0,2,2,0,0,0.8,2649,2436,84
1446230,2,1,0.92,0,6,6,1,0,38.92616,-77.03642,Entire apartment,Entire home/apt,2,1.449906367,1,1.973127854,120,900,120,120,1125,1125,120,1125,1,0,0,0,177,19,1,0,94,9,9,9,9,10,9,0,4,4,0,0,0.22,2961,2582,71
1449453,3,1,0.8,0,1,1,1,1,38.89614,-76.9754,Entire guest suite,Entire home/apt,2,1,1,1.826074803,2,1125,2,2,1125,1125,2,1125,1,30,60,90,365,25,0,0,85,9,8,9,9,9,8,1,1,1,0,0,0.41,2664,1843,844
1484387,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.93105,-77.0257,Private room in house,Private room,2,1,1,2.079181246,20,90,20,20,90,90,20,90,1,30,60,90,365,16,0,0,94,9,10,9,10,8,9,0,1,0,1,0,0.19,3054,2581,1864
1488282,1,1,0.97,1,3,3,1,1,38.93384,-77.02782,Entire apartment,Entire home/apt,8,2,3,2.017033339,5,1125,5,5,1125,1125,5,1125,1,0,28,37,37,373,44,2,94,10,10,10,10,10,9,0,1,1,0,0,4.29,3055,2605,9
1520425,2,0.8,0.25,0,2,2,1,1,38.90156,-76.99297,Entire house,Entire home/apt,6,2,2,2.212187604,5,1125,5,5,1125,1125,5,1125,1,8,8,8,245,29,0,0,95,10,10,10,10,8,9,0,2,2,0,0,0.33,2645,2618,1873
1537822,1,1,0.96,1,1,1,1,1,38.93362,-77.02555,Entire apartment,Entire home/apt,3,1,2,1.973127854,2,14,2,7,1125,1125,3,1125,1,0,0,0,265,69,33,0,98,10,10,10,10,10,10,1,2,2,0,0,3.73,2626,554,47
1542571,1.575428333,0.917160468,0.877953436,0,2,2,1,1,38.92904,-76.95944,Private room in townhouse,Private room,2,1,1,1.857332496,1,1125,1,1,1125,1125,1,1125,1,29,59,89,364,2,0,0,100,10,10,10,10,10,10,0,2,0,2,0,0.03,2677,1910,1897
1546656,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.9383,-77.03171,Entire apartment,Entire home/apt,2,1.449906367,1,2,3,1125,3,3,1125,1125,3,1125,1,0,0,20,295,26,0,0,99,10,10,10,10,10,10,0,1,1,0,0,0.3,2624,2595,1076
1561287,1.575428333,0.917160468,0.25,0,2,2,1,1,38.92328,-77.04052,Private room in apartment,Private room,1,1,1,1.892094603,30,100,30,30,100,100,30,100,1,30,60,90,365,53,1,0,96,10,10,10,10,10,10,0,1,0,1,0,1.03,2621,1547,348
1571112,1,1,1,1,3,3,1,1,38.9147,-77.0402,Entire apartment,Entire home/apt,2,1,1,2.161368002,180,1125,180,180,1125,1125,180,1125,1,1,1,1,208,132,4,0,99,10,10,10,10,10,10,1,2,2,0,0,1.52,2619,2596,145
1588843,2,0.8,0.25,0,2,2,1,1,38.90492,-76.98795,Entire apartment,Entire home/apt,2,1,2,1.913813852,4,150,4,4,150,150,4,150,1,16,46,76,351,77,1,0,91,9,9,9,9,8,9,0,2,2,0,0,0.89,2645,2594,153
1601459,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.94012,-77.03388,Private room in house,Private room,2,1,1,1.602059991,1,1125,1,1,1125,1125,1,1125,1,0,0,21,296,43,0,0,95,10,9,10,10,9,10,0,1,0,1,0,0.51,2985,2511,1510
1628328,1,1,0.95,1,1,1,1,0,38.91181,-77.01764,Entire apartment,Entire home/apt,4,1,2,2.187520721,2,365,2,2,1125,1125,2,1125,1,14,27,54,325,338,24,0,98,10,10,10,10,10,10,1,1,1,0,0,4.63,2606,2189,47
1641184,3,1,1,1,2,2,1,1,38.91983,-77.0393,Private room in apartment,Private room,1,1,1,1.897627091,3,365,3,3,1125,1125,3,1125,1,9,39,69,344,68,0,0,98,10,10,10,10,10,10,0,2,0,1,1,0.79,2603,2575,443
1667080,1,1,0.88,1,1,1,1,1,38.90597,-77.00021,Entire guest suite,Entire home/apt,2,1.449906367,1,1.973127854,2,1125,2,2,1125,1125,2,1125,1,6,14,14,104,214,4,1,98,10,10,10,10,10,10,1,1,1,0,0,2.52,2597,2546,10
1673359,3,1,0.93,0,1,1,1,1,38.92305,-77.03025,Entire condominium,Entire home/apt,2,1,1,1.929418926,6,1125,6,7,1125,1125,6.6,1125,1,26,56,86,176,44,9,0,94,10,9,10,10,10,9,0,1,1,0,0,1.4,2596,942,83
1688139,2,1,0.2,0,1,1,1,1,38.9205,-77.04705,Entire apartment,Entire home/apt,2,1.449906367,1,1.949390007,30,1125,30,30,1125,1125,30,1125,1,27,57,87,247,17,1,0,85,9,8,9,9,10,9,0,1,1,0,0,0.21,3494,2429,217
1692215,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91743,-77.03763,Entire apartment,Entire home/apt,6,2,2,2.096910013,10,1125,10,10,1125,1125,10,1125,1,0,0,0,232,25,3,0,93,10,9,9,10,10,9,0,1,1,0,0,0.3,690,2483,70
1718584,2,1,1,0,2,2,1,1,38.91371,-77.01435,Entire townhouse,Entire home/apt,6,3,3,2.352182518,30,1125,30,30,1125,1125,30,1125,1,30,60,90,365,78,2,0,90,9,9,10,10,10,9,1,1,1,0,0,0.98,2706,2392,235
1761677,2,1,1,0,1,1,1,1,38.92914,-77.04176,Entire townhouse,Entire home/apt,8,4,5,2.511883361,4,60,4,4,60,60,4,60,1,0,0,0,0,58,0,0,99,10,10,10,10,10,10,0,1,1,0,0,0.7,2575,2498,444
1778080,3,0.75,0,0,1,1,1,0,38.92412,-77.04316,Entire condominium,Entire home/apt,3,1,2,2,1,1125,1,2,1125,1125,1,1125,1,4,34,64,339,66,0,0,89,10,9,9,9,10,9,0,1,1,0,0,0.78,2572,2547,756
1789722,1,1,0.97,1,2,2,1,1,38.93115,-77.03846,Entire apartment,Entire home/apt,6,1,3,2.064457989,2,1125,2,2,1125,1125,2,1125,1,23,30,49,139,341,18,1,98,10,10,10,10,10,10,1,2,2,0,0,3.99,2569,2561,25
